Cell-Description,Test-ID,Test-Series,S-FTRC-Generation,Test-Date,Cell-Format,Cell-Capacity-Ah,Cell-Nominal-Voltage-V,Cell-Energy-Wh,Trigger-Mechanism,Avg-Cell-Temp-At-Trigger-degC
Saft D-Cell-VES16,DLS19_Dec_Run019,DLS19_Dec,V10.0,2019-12-12,D-Cell,4.5,3.6,16.2,Heater (ISC),259.54974500000003
Saft D-Cell-VES16,DLS19_Feb_Run057,DLS19_Feb,V9.1,2019-02-15,D-Cell,4.5,3.6,16.2,Heater (Non-ISC),241.20787
Saft D-Cell-VES16,DLS19_Feb_Run068,DLS19_Feb,V9.1,2019-02-16,D-Cell,4.5,3.6,16.2,Heater (Non-ISC),219.40193
Saft D-Cell-VES16,DLS19_Feb_Run069,DLS19_Feb,V9.1,2019-02-16,D-Cell,4.5,3.6,16.2,Heater (Non-ISC),314.55889375000004
Saft D-Cell-VES16,DLS19_Feb_Run070,DLS19_Feb,V9.1,2019-02-16,D-Cell,4.5,3.6,16.2,Heater (Non-ISC),238.29554000000002
Saft D-Cell-VES16,DLS19_Dec_Run021,DLS19_Dec,V10.0,2019-12-12,D-Cell,4.5,3.6,16.2,Heater (Non-ISC),314.44486
Saft D-Cell-VES16,DLS19_Dec_Run023,DLS19_Dec,V10.0,2019-12-12,D-Cell,4.5,3.6,16.2,Heater (Non-ISC),275.61868000000004
Saft D-Cell-VES16,DLS19_Dec_Run025,DLS19_Dec,V10.0,2019-12-14,D-Cell,4.5,3.6,16.2,Heater (Non-ISC),271.99343
Saft D-Cell-VES16,DLS19_Dec_Run027,DLS19_Dec,V10.0,2019-12-14,D-Cell,4.5,3.6,16.2,Heater (Non-ISC),270.89331500000003
Saft D-Cell-VES16,DLS19_Dec_Run029,DLS19_Dec,V10.0,2019-12-14,D-Cell,4.5,3.6,16.2,Heater (Non-ISC),289.89017
Saft D-Cell-VES16,DLS19_Feb_Run056,DLS19_Feb,V9.1,2019-02-15,D-Cell,4.5,3.6,16.2,Nail,
Saft D-Cell-VES16,DLS19_Feb_Run058,DLS19_Feb,V9.1,2019-02-16,D-Cell,4.5,3.6,16.2,Nail,
Saft D-Cell-VES16,DLS19_Dec_Run047,DLS19_Dec,V10.0,2019-12-13,D-Cell,4.5,3.6,16.2,Nail,
Saft D-Cell-VES16,DLS19_Dec_Run049,DLS19_Dec,V10.0,2019-12-13,D-Cell,4.5,3.6,16.2,Nail,
Saft D-Cell-VES16,DLS19_Dec_Run051,DLS19_Dec,V10.0,2019-12-13,D-Cell,4.5,3.6,16.2,Nail,
Saft D-Cell-VES16,DLS19_Dec_Run053,DLS19_Dec,V10.0,2019-12-14,D-Cell,4.5,3.6,16.2,Nail,
Saft D-Cell-VES16,DLS19_Dec_Run055,DLS19_Dec,V10.0,2019-12-14,D-Cell,4.5,3.6,16.2,Nail,
Saft D-Cell-VES16,DLS19_Dec_Run057,DLS19_Dec,V10.0,2019-12-14,D-Cell,4.5,3.6,16.2,Nail,
Saft D-Cell-VES16,DLS19_Dec_Run059,DLS19_Dec,V10.0,2019-12-14,D-Cell,4.5,3.6,16.2,Nail,
Samsung 18650-26J,DLS19_Dec_Run001,DLS19_Dec,V10.0,2019-12-11,18650,2.6,3.63,9.438,Heater (Non-ISC),288.55152
Samsung 18650-26J,DLS19_Dec_Run002,DLS19_Dec,V10.0,2019-12-11,18650,2.6,3.63,9.438,Heater (Non-ISC),300.641155
Samsung 18650-26J,DLS19_Dec_Run003,DLS19_Dec,V10.0,2019-12-11,18650,2.6,3.63,9.438,Heater (Non-ISC),306.95516
Samsung 18650-26J,DLS19_Dec_Run004,DLS19_Dec,V10.0,2019-12-11,18650,2.6,3.63,9.438,Heater (Non-ISC),325.37776
Samsung 18650-26J,DLS19_Dec_Run005,DLS19_Dec,V10.0,2019-12-11,18650,2.6,3.63,9.438,Heater (Non-ISC),280.09053
Samsung 18650-26J,DLS19_Dec_Run006,DLS19_Dec,V10.0,2019-12-11,18650,2.6,3.63,9.438,Heater (Non-ISC),307.344945
Samsung 18650-26J,DLS19_Dec_Run007,DLS19_Dec,V10.0,2019-12-11,18650,2.6,3.63,9.438,Heater (Non-ISC),291.56814
Samsung 18650-26J,DLS19_Dec_Run008,DLS19_Dec,V10.0,2019-12-11,18650,2.6,3.63,9.438,Heater (Non-ISC),297.6186
Samsung 18650-26J,DLS19_Dec_Run022,DLS19_Dec,V10.0,2019-12-12,18650,2.6,3.63,9.438,Heater (Non-ISC),288.38287
Samsung 18650-26J,DLS19_Dec_Run035,DLS19_Dec,V10.0,2019-12-14,18650,2.6,3.63,9.438,Heater (Non-ISC),291.308245
Samsung 18650-30Q,DLS18_Feb_Run052,DLS18_Feb,V7.0|8.0,2018-02-10,18650,3.0,3.6,10.8,Heater (Non-ISC),306.90413
Samsung 18650-30Q,DLS18_Feb_Run054,DLS18_Feb,V7.0|8.0,2018-02-10,18650,3.0,3.6,10.8,Heater (Non-ISC),289.53518
Samsung 18650-30Q,ESRF18_Oct_Run107,ESRF18_Oct,V9.0,2018-10-28,18650,3.0,3.6,10.8,Heater (Non-ISC),215.27785
Samsung 18650-30Q,ESRF18_Oct_Run108,ESRF18_Oct,V9.0,2018-10-28,18650,3.0,3.6,10.8,Heater (Non-ISC),247.8527
Samsung 18650-30Q,ESRF18_Oct_Run109,ESRF18_Oct,V9.0,2018-10-28,18650,3.0,3.6,10.8,Heater (Non-ISC),289.58047
Samsung 18650-30Q,SPR2021_ESTA_8B100-01_SOC_RUN089,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-04-14,18650,3.0,3.6,10.8,Heater (Non-ISC),196.07205
Samsung 18650-30Q,SPR2021_ESTA_8B100-01_SOC_RUN090,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-04-14,18650,3.0,3.6,10.8,Heater (Non-ISC),226.44472
Samsung 18650-30Q,SPR2021_ESTA_8B100-01_SOC_RUN091,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-04-14,18650,3.0,3.6,10.8,Heater (Non-ISC),227.73078
Samsung 18650-30Q,SPR2021_ESTA_8B100-01_SOC_RUN092,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-04-14,18650,3.0,3.6,10.8,Heater (Non-ISC),235.610965
Samsung 18650-30Q,SPR2021_ESTA_8B100-01_SOC_RUN093,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-04-14,18650,3.0,3.6,10.8,Heater (Non-ISC),226.82863
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN051,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-18,18650,2.15,3.6,7.74,Heater (Non-ISC),289.04096
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN052,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-18,18650,2.15,3.6,7.74,Heater (Non-ISC),175.01911
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN053,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-18,18650,2.15,3.6,7.74,Heater (Non-ISC),314.109705
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN054,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-18,18650,2.15,3.6,7.74,Heater (Non-ISC),285.76167
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN055,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-19,18650,2.15,3.6,7.74,Heater (Non-ISC),221.155555
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN056,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-19,18650,2.15,3.6,7.74,Heater (Non-ISC),294.82756
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN057,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-19,18650,2.15,3.6,7.74,Heater (Non-ISC),296.43926
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN058,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-19,18650,2.15,3.6,7.74,Heater (Non-ISC),216.42669
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN059,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-19,18650,2.15,3.6,7.74,Heater (Non-ISC),311.668405
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN060,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-03-19,18650,2.15,3.6,7.74,Heater (Non-ISC),222.437665
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN061,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-04-12,18650,2.15,3.6,7.74,Heater (Non-ISC),234.78621
Sanyo 18650-A,SPR2021_ESTA_8B100-01_SOC_RUN062,SPR2021_ESTA_8B100-01_SOC,V10.0,2021-04-12,18650,2.15,3.6,7.74,Heater (Non-ISC),198.362135
Sony 18650-VC7,DLS18_Feb_Run048,DLS18_Feb,V7.0|8.0,2018-02-10,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),295.23456
Sony 18650-VC7,DLS18_Feb_Run049,DLS18_Feb,V7.0|8.0,2018-02-10,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),297.40666
Sony 18650-VC7,DLS18_Feb_Run061,DLS18_Feb,V7.0|8.0,2018-02-10,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),275.77637
Sony 18650-VC7,ESTA18_May_E-C_Run001,ESTA18_May_E-C,V7.0|8.0,2018-05-23,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),283.09735
Sony 18650-VC7,ESTA18_May_E-C_Run002,ESTA18_May_E-C,V7.0|8.0,2018-05-24,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),284.171925
Sony 18650-VC7,ESTA18_Jun_E-C_Run003,ESTA18_Jun_E-C,V7.0|8.0,2018-06-19,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),293.82559000000003
Sony 18650-VC7,ESTA18_Jun_E-C_Run004,ESTA18_Jun_E-C,V7.0|8.0,2018-06-22,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),290.91074000000003
Sony 18650-VC7,ESTA18_Jun_E-C_Run005,ESTA18_Jun_E-C,V7.0|8.0,2018-06-25,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),277.05764999999997
Sony 18650-VC7,ESTA18_Jun_E-C_Run006,ESTA18_Jun_E-C,V7.0|8.0,2018-06-25,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),298.177995
Sony 18650-VC7,ESTA18_Jun_E-C_Run007,ESTA18_Jun_E-C,V7.0|8.0,2018-06-28,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),268.983055
Sony 18650-VC7,DLS19_Feb_Run123,DLS19_Feb,V9.1,2019-02-16,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),187.07671
Sony 18650-VC7,ESTA18_Jun_E-C_Run008,ESTA18_Jun_E-C,V7.0|8.0,2020-06-28,18650,3.53,3.5977337110481584,12.7,Heater (Non-ISC),322.16312
Sony 18650-VTC6,DLS19_Dec_Run042,DLS19_Dec,V10.0,2019-12-13,18650,3.13,3.6,11.268,Heater (Non-ISC),224.621455
Sony 18650-VTC6,DLS19_Dec_Run043,DLS19_Dec,V10.0,2019-12-13,18650,3.13,3.6,11.268,Heater (Non-ISC),228.589205
Sony 18650-VTC6,DLS19_Dec_Run044,DLS19_Dec,V10.0,2019-12-13,18650,3.13,3.6,11.268,Heater (Non-ISC),229.37339
Sony 18650-VTC6,DLS19_Dec_Run045,DLS19_Dec,V10.0,2019-12-13,18650,3.13,3.6,11.268,Heater (Non-ISC),237.939145
Soteria 18650 (AL),ESRF18_Oct_Run025,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),115.05664
Soteria 18650 (AL),ESRF18_Oct_Run026,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),109.62699
Soteria 18650 (AL),ESRF18_Oct_Run027,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),190.66761000000002
Soteria 18650 (AL),ESRF18_Oct_Run028,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),273.84023
Soteria 18650 (AL),DLS19_Feb_Run005,DLS19_Feb,V9.1,2019-02-13,18650,2.1,3.65,7.665,Heater (ISC),132.425125
Soteria 18650 (AL),ESRF18_Oct_Run005,ESRF18_Oct,V9.0,2018-10-26,18650,2.1,3.65,7.665,Heater (Non-ISC),305.15552
Soteria 18650 (AL),ESRF18_Oct_Run006,ESRF18_Oct,V9.0,2018-10-26,18650,2.1,3.65,7.665,Heater (Non-ISC),254.58656
Soteria 18650 (AL),ESRF18_Oct_Run007,ESRF18_Oct,V9.0,2018-10-26,18650,2.1,3.65,7.665,Heater (Non-ISC),284.98519
Soteria 18650 (AL),ESRF18_Oct_Run071,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (ALCU),ESRF18_Oct_Run033,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),123.1516
Soteria 18650 (ALCU),ESRF18_Oct_Run035,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),97.89804
Soteria 18650 (ALCU),DLS19_Feb_Run011,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),242.60628
Soteria 18650 (ALCU),ESRF18_Oct_Run019,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),183.95917
Soteria 18650 (ALCU),ESRF18_Oct_Run020,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),361.55192
Soteria 18650 (ALCU),DLS19_Feb_Run009,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),234.125445
Soteria 18650 (ALCUDW),DLS19_Feb_Run025,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),231.39199000000002
Soteria 18650 (ALCUDW),DLS19_Feb_Run026,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),195.263645
Soteria 18650 (ALCUDW),DLS19_Feb_Run027,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),237.62572
Soteria 18650 (ALCUDW),DLS19_Feb_Run022,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),216.770125
Soteria 18650 (ALCUDW),DLS19_Feb_Run023,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),201.08931
Soteria 18650 (ALCUDW),DLS19_Feb_Run024,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),185.6981
Soteria 18650 (ALCUDW),DLS19_Feb_Run039,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (ALCUDW),DLS19_Feb_Run040,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (ALCUDW),DLS19_Feb_Run041,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (ALDW),DLS19_Feb_Run020,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),128.71926
Soteria 18650 (ALDW),DLS19_Feb_Run028,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),221.57762000000002
Soteria 18650 (ALDW),DLS19_Feb_Run015,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),245.62439
Soteria 18650 (ALDW),DLS19_Feb_Run017,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),243.10553
Soteria 18650 (ALDW),DLS19_Feb_Run038,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (Control),ESRF18_Oct_Run021,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),96.08643
Soteria 18650 (Control),ESRF18_Oct_Run022,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),117.78091
Soteria 18650 (Control),ESRF18_Oct_Run023,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),162.09552
Soteria 18650 (Control),ESRF18_Oct_Run024,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),118.29442
Soteria 18650 (Control),ESRF18_Oct_Run013,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),182.02908
Soteria 18650 (Control),ESRF18_Oct_Run014,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),294.98272
Soteria 18650 (Control),ESRF18_Oct_Run015,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),143.76541
Soteria 18650 (Control),ESRF18_Oct_Run016,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),302.89048
Soteria 18650 (Control),ESRF18_Oct_Run064,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Heater (Non-ISC),232.29741
Soteria 18650 (Control),DLS19_Feb_Run012,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),253.18239
Soteria 18650 (Control),ESRF18_Oct_Run066,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (Control),ESRF18_Oct_Run068,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (CU),ESRF18_Oct_Run029,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),106.0247
Soteria 18650 (CU),ESRF18_Oct_Run030,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),128.55859
Soteria 18650 (CU),ESRF18_Oct_Run032,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (ISC),118.19776
Soteria 18650 (CU),DLS19_Feb_Run008,DLS19_Feb,V9.1,2019-02-13,18650,2.1,3.65,7.665,Heater (ISC),201.47652
Soteria 18650 (CU),ESRF18_Oct_Run009,ESRF18_Oct,V9.0,2018-10-26,18650,2.1,3.65,7.665,Heater (Non-ISC),284.28119
Soteria 18650 (CU),ESRF18_Oct_Run010,ESRF18_Oct,V9.0,2018-10-26,18650,2.1,3.65,7.665,Heater (Non-ISC),252.34997
Soteria 18650 (CU),ESRF18_Oct_Run011,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),221.00571
Soteria 18650 (CU),ESRF18_Oct_Run012,ESRF18_Oct,V9.0,2018-10-27,18650,2.1,3.65,7.665,Heater (Non-ISC),218.08862
Soteria 18650 (CU),ESRF18_Oct_Run075,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (CU),ESRF18_Oct_Run076,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (CU),ESRF18_Oct_Run077,ESRF18_Oct,V9.0,2018-10-29,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (DW),DLS19_Feb_Run032,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),51.729845
Soteria 18650 (DW),DLS19_Feb_Run033,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),60.19159
Soteria 18650 (DW),DLS19_Feb_Run034,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),97.965745
Soteria 18650 (DW),DLS19_Feb_Run035,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (ISC),92.655115
Soteria 18650 (DW),DLS19_Feb_Run029,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),233.081395
Soteria 18650 (DW),DLS19_Feb_Run031,DLS19_Feb,V9.1,2019-02-14,18650,2.1,3.65,7.665,Heater (Non-ISC),290.71864
Soteria 18650 (DW),DLS19_Feb_Run042,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (DW),DLS19_Feb_Run043,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
Soteria 18650 (DW),DLS19_Feb_Run044,DLS19_Feb,V9.1,2019-02-15,18650,2.1,3.65,7.665,Nail,
